departure_airport,arrival_airport,departure_datetime,arrival_datetime,flight_number
ACK,HPN,2025-07-07 17:10:00,2025-07-07 18:14:00,B62665
MCO,SYR,2025-07-07 17:10:00,2025-07-07 20:00:00,B62656
BOS,PBI,2025-07-07 17:10:00,2025-07-07 20:29:00,B62321
LAX,EWR,2025-07-07 17:10:00,2025-07-07 19:40:00,B62074
JFK,TPA,2025-07-07 17:15:00,2025-07-07 20:25:00,B61685
PWM,JFK,2025-07-07 17:19:00,2025-07-07 18:45:00,B6407
STX,SJU,2025-07-07 17:23:00,2025-07-07 18:10:00,B62941
STT,SJU,2025-07-07 17:23:00,2025-07-07 18:10:00,B6435
TPA,PVD,2025-07-07 17:24:00,2025-07-07 20:21:00,B61690
JAX,JFK,2025-07-07 17:24:00,2025-07-07 19:44:00,B6677
JFK,FLL,2025-07-07 17:29:00,2025-07-07 20:46:00,B61501
LAX,BOS,2025-07-07 17:30:00,2025-07-07 20:20:00,B6288
MCO,BOS,2025-07-07 17:30:00,2025-07-07 20:39:00,B6352
RIC,BOS,2025-07-07 17:32:00,2025-07-07 19:10:00,B61282
BOS,RDU,2025-07-07 17:35:00,2025-07-07 19:40:00,B62283
MCO,DCA,2025-07-07 17:35:00,2025-07-07 19:55:00,B62324
TPA,JFK,2025-07-07 17:39:00,2025-07-07 20:29:00,B6226
ORH,MCO,2025-07-07 17:40:00,2025-07-07 19:40:00,B6487
HPN,MCO,2025-07-07 17:40:00,2025-07-07 20:30:00,B6595
JFK,BOS,2025-07-07 17:45:00,2025-07-07 19:13:00,B6318
BOS,LAX,2025-07-07 17:45:00,2025-07-07 02:51:00,B6387
JFK,MVY,2025-07-07 17:45:00,2025-07-07 19:01:00,B61538
PBI,HPN,2025-07-07 17:50:00,2025-07-07 20:49:00,B61168
BOS,SAV,2025-07-07 17:50:00,2025-07-07 20:30:00,B6349
BOS,RSW,2025-07-07 17:55:00,2025-07-07 21:27:00,B62065
SJU,JFK,2025-07-07 17:55:00,2025-07-07 21:55:00,B61004
JFK,RDU,2025-07-07 17:55:00,2025-07-07 19:48:00,B6285
LGA,MCO,2025-07-07 17:57:00,2025-07-07 20:58:00,B6399
MCO,BUF,2025-07-07 17:59:00,2025-07-07 20:42:00,B61586
JFK,MCO,2025-07-07 17:59:00,2025-07-07 21:05:00,B6883
MCO,SJU,2025-07-07 18:00:00,2025-07-07 21:00:00,B61133
PVD,PBI,2025-07-07 18:02:00,2025-07-07 21:11:00,B61287
ACK,BOS,2025-07-07 18:08:00,2025-07-07 19:05:00,B61151
BOS,PHL,2025-07-07 18:10:00,2025-07-07 19:45:00,B62459
JFK,PBI,2025-07-07 18:15:00,2025-07-07 21:21:00,B653
RDU,SJU,2025-07-07 18:15:00,2025-07-07 21:55:00,B61903
BQN,MCO,2025-07-07 18:15:00,2025-07-07 21:09:00,B6229
BOS,PIT,2025-07-07 18:17:00,2025-07-07 20:09:00,B61785
SJU,BOS,2025-07-07 18:25:00,2025-07-07 22:35:00,B61226
MVY,DCA,2025-07-07 18:26:00,2025-07-07 20:00:00,B61413
PBI,DCA,2025-07-07 18:30:00,2025-07-07 21:00:00,B624
JFK,LAS,2025-07-07 18:30:00,2025-07-07 03:14:00,B61211
JFK,SJU,2025-07-07 18:30:00,2025-07-07 22:35:00,B6803
EWR,TPA,2025-07-07 18:38:00,2025-07-07 21:40:00,B6873
LAX,JFK,2025-07-07 18:40:00,2025-07-07 21:23:00,B6524
JFK,CHS,2025-07-07 18:44:00,2025-07-07 21:04:00,B62473
DCA,BOS,2025-07-07 18:45:00,2025-07-07 20:20:00,B61354
FLL,PVD,2025-07-07 18:47:00,2025-07-07 21:52:00,B61196
MCO,SJU,2025-07-07 18:50:00,2025-07-07 21:54:00,B6433
BUF,FLL,2025-07-07 18:55:00,2025-07-07 21:57:00,B61027
LGA,FLL,2025-07-07 18:55:00,2025-07-07 22:07:00,B6471
MCO,BOS,2025-07-07 18:55:00,2025-07-07 22:05:00,B62052
HPN,ACK,2025-07-07 18:59:00,2025-07-07 20:07:00,B62666
MCO,LGA,2025-07-07 18:59:00,2025-07-07 21:48:00,B61098
DCA,ACK,2025-07-07 19:00:00,2025-07-07 20:26:00,B62494
BOS,TPA,2025-07-07 19:00:00,2025-07-07 22:34:00,B6391
JFK,LAX,2025-07-07 19:00:00,2025-07-07 04:11:00,B61023
BOS,BUF,2025-07-07 19:05:00,2025-07-07 20:44:00,B61115
HPN,MCO,2025-07-07 19:05:00,2025-07-07 21:59:00,B6495
MHT,MCO,2025-07-07 19:05:00,2025-07-07 22:23:00,B61143
LAS,JFK,2025-07-07 19:10:00,2025-07-07 21:29:00,B6448
BOS,DCA,2025-07-07 19:15:00,2025-07-07 21:05:00,B61355
ACK,JFK,2025-07-07 19:18:00,2025-07-07 20:29:00,B6192
BOS,BNA,2025-07-07 19:19:00,2025-07-07 23:22:00,B6507
ISP,PBI,2025-07-07 19:20:00,2025-07-07 22:10:00,B6545
BOS,MCO,2025-07-07 19:20:00,2025-07-07 22:49:00,B6451
FLL,PHL,2025-07-07 19:28:00,2025-07-07 22:25:00,B62022
JFK,BOS,2025-07-07 19:30:00,2025-07-07 20:59:00,B6618
LAX,JFK,2025-07-07 19:30:00,2025-07-07 22:15:00,B6424
LGA,MCO,2025-07-07 19:30:00,2025-07-07 22:37:00,B6699
JFK,SAV,2025-07-07 19:31:00,2025-07-07 22:02:00,B6341
MCO,HPN,2025-07-07 19:34:00,2025-07-07 22:29:00,B61694
BOS,DTW,2025-07-07 19:36:00,2025-07-07 21:52:00,B61237
SJU,TPA,2025-07-07 19:43:00,2025-07-07 22:44:00,B61752
PVD,TPA,2025-07-07 19:45:00,2025-07-07 22:56:00,B61689
FLL,DCA,2025-07-07 19:45:00,2025-07-07 22:17:00,B61880
EWR,SJU,2025-07-07 19:45:00,2025-07-06 23:46:00,B61289
SJU,MCO,2025-07-07 19:45:00,2025-07-07 22:50:00,B62134
FLL,EWR,2025-07-07 19:50:00,2025-07-07 00:00:00,B6106
BOS,PIT,2025-07-07 19:50:00,2025-07-07 21:49:00,B62185
BOS,JAX,2025-07-07 19:50:00,2025-07-07 22:52:00,B6509
LAX,EWR,2025-07-07 19:50:00,2025-07-07 22:20:00,B61874
BOS,ATL,2025-07-07 19:56:00,2025-07-06 23:00:00,B61317
MVY,JFK,2025-07-07 19:57:00,2025-07-07 21:05:00,B61539
BOS,RDU,2025-07-07 19:59:00,2025-07-07 22:10:00,B62783
JFK,LAX,2025-07-07 19:59:00,2025-07-07 05:18:00,B61523
JFK,RSW,2025-07-07 19:59:00,2025-07-06 23:21:00,B62129
RSW,HPN,2025-07-07 20:00:00,2025-07-06 23:01:00,B61252
MCO,EWR,2025-07-07 20:02:00,2025-07-06 23:00:00,B61728
LAX,FLL,2025-07-07 20:03:00,2025-07-07 22:26:00,B6100
BOS,JFK,2025-07-07 20:05:00,2025-07-07 21:30:00,B61417
EWR,MCO,2025-07-07 20:07:00,2025-07-06 23:04:00,B61727
DCA,FLL,2025-07-07 20:10:00,2025-07-07 22:52:00,B61579
BOS,SYR,2025-07-07 20:14:00,2025-07-07 21:38:00,B6845
JFK,BUF,2025-07-07 20:15:00,2025-07-07 22:00:00,B61202
FLL,LGA,2025-07-07 20:15:00,2025-07-06 23:09:00,B6472
BOS,CHS,2025-07-07 20:15:00,2025-07-07 22:50:00,B62467
MCO,BOS,2025-07-07 20:20:00,2025-07-06 23:14:00,B61152
BOS,LAS,2025-07-07 20:20:00,2025-07-07 05:11:00,B6777
FLL,BOS,2025-07-07 20:26:00,2025-07-06 23:46:00,B6170
LAS,FLL,2025-07-07 20:27:00,2025-07-07 22:35:00,B61708
FLL,JFK,2025-07-07 20:28:00,2025-07-06 23:30:00,B61802
BOS,FLL,2025-07-07 20:29:00,2025-07-07 00:00:00,B669
JFK,MCO,2025-07-07 20:29:00,2025-07-06 23:40:00,B6483
ATL,JFK,2025-07-07 20:30:00,2025-07-06 23:00:00,B6520
RDU,BOS,2025-07-07 20:35:00,2025-07-07 22:40:00,B62184
SJU,HPN,2025-07-07 20:38:00,2025-07-07 00:30:00,B62602
PHL,BOS,2025-07-07 20:40:00,2025-07-07 22:14:00,B6560
LAX,BOS,2025-07-07 20:44:00,2025-07-06 23:26:00,B61388
FLL,LAX,2025-07-07 20:45:00,2025-07-07 05:10:00,B6101
LAS,BOS,2025-07-07 20:45:00,2025-07-06 23:00:00,B61178
DCA,BOS,2025-07-07 20:45:00,2025-07-07 22:26:00,B62954
RDU,JFK,2025-07-07 20:45:00,2025-07-07 22:30:00,B686
PBI,LGA,2025-07-07 20:46:00,2025-07-06 23:30:00,B61962
EWR,LAX,2025-07-07 20:50:00,2025-07-07 05:55:00,B61873
ALB,MCO,2025-07-07 20:52:00,2025-07-06 23:57:00,B6120
BNA,JFK,2025-07-07 20:52:00,2025-07-07 22:15:00,B61174
ACK,BOS,2025-07-07 20:55:00,2025-07-07 21:51:00,B61351
FLL,SJU,2025-07-07 20:55:00,2025-07-06 23:34:00,B61453
JFK,JAX,2025-07-07 20:59:00,2025-07-06 23:51:00,B61677
DCA,PBI,2025-07-07 21:00:00,2025-07-06 23:38:00,B623
PIT,BOS,2025-07-07 21:04:00,2025-07-07 22:48:00,B61786
SYR,MCO,2025-07-07 21:05:00,2025-07-07 00:01:00,B62655
SJU,JFK,2025-07-07 21:05:00,2025-07-07 01:06:00,B6304
MCO,JFK,2025-07-07 21:05:00,2025-07-07 00:01:00,B61284
SJU,DCA,2025-07-07 21:05:00,2025-07-07 00:59:00,B61348
BOS,DCA,2025-07-07 21:15:00,2025-07-06 23:03:00,B61955
PVD,MCO,2025-07-07 21:16:00,2025-07-07 00:17:00,B62876
LAX,JFK,2025-07-07 21:21:00,2025-07-07 00:00:00,B6324
FLL,DCA,2025-07-07 21:25:00,2025-07-06 23:59:00,B62080
SAV,BOS,2025-07-07 21:25:00,2025-07-07 00:00:00,B6250
BOS,ATL,2025-07-07 21:25:00,2025-07-07 00:28:00,B6697
ACK,HPN,2025-07-07 21:26:00,2025-07-07 22:30:00,B62122
ORD,BOS,2025-07-07 21:27:00,2025-07-07 00:12:00,B61012
BUF,BOS,2025-07-07 21:30:00,2025-07-06 23:00:00,B6516
JFK,MCO,2025-07-07 21:30:00,2025-07-07 00:42:00,B6283
BOS,LAX,2025-07-07 21:33:00,2025-07-07 06:59:00,B6187
MCO,DCA,2025-07-07 21:38:00,2025-07-06 23:59:00,B62424
PBI,BOS,2025-07-07 21:40:00,2025-07-07 00:49:00,B62322
TPA,LGA,2025-07-07 21:41:00,2025-07-07 00:33:00,B61248
BUF,LAX,2025-07-07 21:42:00,2025-07-07 05:56:00,B6491
JFK,TPA,2025-07-07 21:50:00,2025-07-07 01:05:00,B62725
JFK,PBI,2025-07-07 21:50:00,2025-07-07 00:56:00,B61053
DCA,BOS,2025-07-07 21:50:00,2025-07-06 23:28:00,B62754
SJU,BOS,2025-07-07 21:54:00,2025-07-07 01:59:00,B6462
SJU,FLL,2025-07-07 21:55:00,2025-07-07 00:34:00,B6992
HPN,PBI,2025-07-07 21:55:00,2025-07-07 00:49:00,B61567
DCA,MCO,2025-07-07 21:55:00,2025-07-07 00:19:00,B62523
MCO,LGA,2025-07-07 21:55:00,2025-07-07 00:46:00,B6798
TPA,EWR,2025-07-07 21:59:00,2025-07-07 01:00:00,B6874
FLL,JFK,2025-07-07 21:59:00,2025-07-07 00:59:00,B6602
CHS,JFK,2025-07-07 21:59:00,2025-07-07 00:05:00,B61274
JFK,LAX,2025-07-07 21:59:00,2025-07-07 07:19:00,B6823
FLL,BQN,2025-07-07 22:00:00,2025-07-07 00:33:00,B62071
MCO,JFK,2025-07-07 22:00:00,2025-07-07 00:54:00,B62984
PBI,HPN,2025-07-07 22:10:00,2025-07-07 01:03:00,B61468
LAX,BOS,2025-07-07 22:10:00,2025-07-07 00:53:00,B6188
LAX,JFK,2025-07-07 22:10:00,2025-07-07 00:56:00,B6224
LAS,JFK,2025-07-07 22:17:00,2025-07-07 00:29:00,B6348
JFK,SJU,2025-07-07 22:20:00,2025-07-07 02:34:00,B62903
MCO,PVD,2025-07-07 22:20:00,2025-07-07 01:19:00,B62875
EWR,FLL,2025-07-07 22:25:00,2025-07-07 04:10:00,B6305
JFK,BOS,2025-07-07 22:25:00,2025-07-06 23:59:00,B6818
FLL,BUF,2025-07-07 22:27:00,2025-07-07 01:30:00,B62466
TPA,HPN,2025-07-07 22:35:00,2025-07-07 01:32:00,B6548
RSW,BOS,2025-07-07 22:35:00,2025-07-07 01:50:00,B62066
LAX,FLL,2025-07-07 22:38:00,2025-07-07 01:00:00,B61200
BOS,BUF,2025-07-07 22:39:00,2025-07-07 00:14:00,B6715
PBI,JFK,2025-07-07 22:40:00,2025-07-07 01:34:00,B61154
BOS,JFK,2025-07-07 22:40:00,2025-07-07 00:04:00,B6317
PIT,BOS,2025-07-07 22:45:00,2025-07-07 00:28:00,B62186
PVD,FLL,2025-07-07 22:47:00,2025-07-07 01:59:00,B61197
DTW,BOS,2025-07-07 22:47:00,2025-07-07 00:41:00,B61136
LGA,FLL,2025-07-07 22:49:00,2025-07-07 01:59:00,B6571
SJU,MCO,2025-07-07 22:50:00,2025-07-07 01:53:00,B61134
JFK,LAS,2025-07-07 22:54:00,2025-07-07 07:49:00,B6711
BUF,JFK,2025-07-07 22:55:00,2025-07-07 00:29:00,B6201
BOS,TPA,2025-07-07 22:55:00,2025-07-07 02:18:00,B6591
FLL,HPN,2025-07-07 22:59:00,2025-07-07 02:00:00,B6914
SAV,JFK,2025-07-07 22:59:00,2025-07-07 01:09:00,B6342
SJU,PVD,2025-07-07 22:59:00,2025-07-07 02:51:00,B6526
FLL,EWR,2025-07-07 23:00:00,2025-07-08 02:00:00,B6706
EWR,PBI,2025-07-07 23:00:00,2025-07-08 02:05:00,B6143
JFK,BNA,2025-07-07 23:00:00,2025-07-08 02:47:00,B6473
RDU,BOS,2025-07-07 23:05:00,2025-07-08 01:08:00,B61484
BOS,JFK,2025-07-07 23:05:00,2025-07-08 00:29:00,B62817
PBI,EWR,2025-07-07 23:06:00,2025-07-08 02:00:00,B6144
JFK,PSE,2025-07-07 23:06:00,2025-07-08 03:19:00,B6745
MCO,JFK,2025-07-07 23:08:00,2025-07-08 02:02:00,B6884
FLL,BOS,2025-07-07 23:10:00,2025-07-08 02:29:00,B6470
BOS,PBI,2025-07-07 23:10:00,2025-07-08 02:23:00,B62421
DCA,FLL,2025-07-07 23:12:00,2025-07-08 01:49:00,B61979
FLL,LGA,2025-07-07 23:18:00,2025-07-08 02:14:00,B6572
SJU,FLL,2025-07-07 23:20:00,2025-07-08 01:59:00,B6954
PHL,FLL,2025-07-07 23:20:00,2025-07-08 02:17:00,B6217
LAX,JFK,2025-07-07 23:20:00,2025-07-07 01:59:00,B6624
FLL,ALB,2025-07-07 23:30:00,2025-07-08 02:37:00,B688
JFK,ORD,2025-07-07 23:30:00,2025-07-08 03:28:00,B6405
FLL,SJU,2025-07-07 23:30:00,2025-07-08 02:12:00,B61245
JFK,SJU,2025-07-07 23:30:00,2025-07-08 03:12:30,B68351
JFK,EWR,2025-07-07 23:30:00,2025-07-08 00:03:00,B68353
JFK,RDU,2025-07-07 23:30:00,2025-07-08 01:29:00,B6185
EWR,LAX,2025-07-07 23:30:00,2025-07-08 08:33:00,B62073
BOS,RSW,2025-07-07 23:35:00,2025-07-08 02:59:00,B6265
HPN,MCO,2025-07-07 23:35:00,2025-07-08 02:18:00,B6195
RIC,MCO,2025-07-07 23:35:00,2025-07-08 01:40:00,B6769
FLL,LAS,2025-07-07 23:36:00,2025-07-08 07:39:00,B6607
BOS,FLL,2025-07-07 23:40:00,2025-07-08 03:08:00,B6369
BOS,MCO,2025-07-07 23:40:00,2025-07-08 02:58:00,B6251
JFK,SJU,2025-07-07 23:40:00,2025-07-08 03:54:00,B6903
JFK,MCO,2025-07-07 23:40:00,2025-07-08 02:49:00,B62583
BOS,DTW,2025-07-07 23:43:00,2025-07-08 01:57:00,B61337
MCO,BOS,2025-07-07 23:45:00,2025-07-08 02:55:00,B61952
BOS,SJU,2025-07-07 23:45:00,2025-07-08 03:51:00,B6561
MCO,HPN,2025-07-07 23:45:00,2025-07-08 02:42:00,B61294
JAX,BOS,2025-07-07 23:49:00,2025-07-08 02:30:00,B6810
TPA,SJU,2025-07-07 23:50:00,2025-07-08 02:54:00,B61751
FLL,JFK,2025-07-07 23:50:00,2025-07-08 02:46:00,B62102
SJU,TPA,2025-07-07 23:55:00,2025-07-08 02:55:00,B62752
FLL,RIC,2025-07-07 23:55:00,2025-07-08 02:16:00,B61146
ATL,BOS,2025-07-07 23:55:00,2025-07-08 02:38:00,B61308
CHS,BOS,2025-07-07 23:55:00,2025-07-08 02:18:00,B62468
BOS,RIC,2025-07-07 23:55:00,2025-07-08 01:47:00,B6381
JFK,ATL,2025-07-07 23:55:00,2025-07-08 02:40:00,B6719
LGA,PBI,2025-07-07 23:59:00,2025-07-08 02:59:00,B61761
BOS,BNA,2025-07-07 23:59:00,2025-07-08 03:51:00,B6907
MCO,EWR,2025-07-07 23:59:00,2025-07-08 02:48:00,B62128
HPN,FLL,2025-07-08 00:00:00,2025-07-08 02:59:00,B6613
EWR,MCO,2025-07-08 00:00:00,2025-07-08 02:57:00,B61827
MCO,JFK,2025-07-08 00:05:00,2025-07-08 02:59:00,B6384
MCO,BQN,2025-07-08 00:05:00,2025-07-08 02:59:00,B6430
JFK,LAX,2025-07-08 00:10:00,2025-07-08 09:29:00,B61223
BNA,BOS,2025-07-08 00:17:00,2025-07-08 01:54:00,B6506
LAX,JFK,2025-07-08 00:18:00,2025-07-07 02:59:00,B6924
LGA,TPA,2025-07-08 00:20:00,2025-07-08 03:10:00,B647
JFK,DCA,2025-07-08 00:30:00,2025-07-08 01:59:00,B6955
JFK,FLL,2025-07-08 00:40:00,2025-07-08 03:59:00,B62101
FLL,LAX,2025-07-08 00:40:00,2025-07-08 08:57:00,B62501
BOS,LAX,2025-07-08 00:40:00,2025-07-08 10:00:00,B61387
JFK,MCO,2025-07-08 00:40:00,2025-07-08 03:46:00,B6383
SJU,JFK,2025-07-08 00:45:00,2025-07-08 04:39:00,B6704
JFK,DTW,2025-07-08 00:45:00,2025-07-08 02:59:00,B6820
FLL,RDU,2025-07-08 00:50:00,2025-07-08 02:59:00,B62626
SJU,MCO,2025-07-08 00:50:00,2025-07-08 03:47:00,B6334
JFK,PIT,2025-07-08 00:59:00,2025-07-08 02:51:00,B61195
JFK,MHT,2025-07-08 00:59:00,2025-07-08 02:27:00,B6972
SJU,EWR,2025-07-08 00:59:00,2025-07-08 04:58:00,B61990
EWR,FLL,2025-07-08 01:00:00,2025-07-08 04:10:00,B6305
JFK,SJU,2025-07-08 01:00:00,2025-07-08 05:21:00,B6303
JFK,LAX,2025-07-08 01:10:00,2025-07-08 10:24:00,B6923
JFK,BUF,2025-07-08 01:15:00,2025-07-08 02:59:00,B6102
LAX,JFK,2025-07-08 01:20:00,2025-07-07 03:55:00,B6824
BQN,FLL,2025-07-08 01:28:00,2025-07-08 03:59:00,B62072
JFK,PVD,2025-07-08 01:29:00,2025-07-08 02:49:00,B61128
JFK,SYR,2025-07-08 01:30:00,2025-07-08 02:59:00,B61516
JFK,PWM,2025-07-08 01:45:00,2025-07-08 03:17:00,B6308
JFK,BQN,2025-07-08 01:55:00,2025-07-08 05:59:00,B6539
JFK,BOS,2025-07-08 01:59:00,2025-07-08 03:27:00,B61318
PSE,JFK,2025-07-08 04:59:00,2025-07-08 08:59:00,B6746
LAX,BOS,2025-07-08 05:25:00,2025-07-08 08:00:00,B61488
LAX,JFK,2025-07-08 05:36:00,2025-07-08 08:07:00,B61024
LAS,JFK,2025-07-08 06:05:00,2025-07-08 08:05:00,B62348
SJU,JFK,2025-07-08 06:05:00,2025-07-08 10:02:00,B6504
LAX,EWR,2025-07-08 06:20:00,2025-07-08 08:42:00,B61574
LAS,BOS,2025-07-08 06:25:00,2025-07-08 08:36:00,B6778
LAX,BUF,2025-07-08 06:46:00,2025-07-08 08:38:00,B6492
LAX,FLL,2025-07-08 07:15:00,2025-07-08 09:30:00,B6700
LAX,JFK,2025-07-08 07:27:00,2025-07-08 10:01:00,B61524
JFK,BQN,2025-07-08 08:01:00,2025-07-08 11:49:00,B62539
MCO,SJU,2025-07-08 08:01:00,2025-07-08 11:01:00,B61233
SJU,MCO,2025-07-08 08:01:00,2025-07-08 11:02:00,B61434
BQN,MCO,2025-07-08 08:01:00,2025-07-08 10:52:00,B6729
MCO,PSE,2025-07-08 08:05:00,2025-07-08 11:02:00,B6767
LAX,BOS,2025-07-08 08:15:00,2025-07-08 10:53:00,B6988
BOS,JFK,2025-07-08 08:15:00,2025-07-08 09:30:00,B6917
JFK,SJU,2025-07-08 08:25:00,2025-07-08 12:15:00,B6403
BUF,JFK,2025-07-08 08:35:00,2025-07-08 10:00:00,B62001
EWR,SJU,2025-07-08 08:35:00,2025-07-08 12:30:00,B61889
LAX,JFK,2025-07-08 08:54:00,2025-07-08 11:31:00,B61224
LAS,FLL,2025-07-08 08:58:00,2025-07-08 10:49:00,B6608
LAS,JFK,2025-07-08 08:59:00,2025-07-08 11:02:00,B6948
ALB,FLL,2025-07-08 09:00:00,2025-07-08 12:15:00,B687
BOS,ORD,2025-07-08 09:00:00,2025-07-08 12:55:00,B6311
TPA,BOS,2025-07-08 09:00:00,2025-07-08 12:05:00,B61192
FLL,LAX,2025-07-08 09:00:00,2025-07-08 17:18:00,B61201
FLL,EWR,2025-07-08 09:00:00,2025-07-08 11:55:00,B6306
SYR,JFK,2025-07-08 09:00:00,2025-07-08 10:13:00,B61515
PBI,BOS,2025-07-08 09:00:00,2025-07-08 12:10:00,B6322
PBI,LGA,2025-07-08 09:00:00,2025-07-08 11:43:00,B61062
SJU,BOS,2025-07-08 09:00:00,2025-07-08 13:07:00,B6562
ATL,BOS,2025-07-08 09:00:00,2025-07-08 11:33:00,B6696
RIC,BOS,2025-07-08 09:00:00,2025-07-08 10:40:00,B6382
RSW,BOS,2025-07-08 09:00:00,2025-07-08 12:10:00,B6166
BOS,RDU,2025-07-08 09:00:00,2025-07-08 11:05:00,B61883
SJU,JFK,2025-07-08 09:00:00,2025-07-08 12:59:00,B62904
DTW,JFK,2025-07-08 09:00:00,2025-07-08 10:45:00,B61419
RSW,JFK,2025-07-08 09:00:00,2025-07-08 11:48:00,B6130
JFK,LAX,2025-07-08 09:00:00,2025-07-08 17:55:00,B6123
MCO,SJU,2025-07-08 09:00:00,2025-07-08 12:00:00,B62133
PVD,SJU,2025-07-08 09:00:00,2025-07-08 12:48:00,B6525
EWR,MCO,2025-07-08 09:00:00,2025-07-08 11:42:00,B6927
PVD,MCO,2025-07-08 09:00:00,2025-07-08 11:54:00,B61076
EWR,RSW,2025-07-08 09:00:00,2025-07-08 11:58:00,B61911
FLL,JFK,2025-07-08 09:03:00,2025-07-08 11:59:00,B6302
PWM,JFK,2025-07-08 09:05:00,2025-07-08 10:24:00,B6307
BQN,JFK,2025-07-08 09:05:00,2025-07-08 12:57:00,B6538
PBI,HPN,2025-07-08 09:06:00,2025-07-08 12:00:00,B61368
BOS,JAX,2025-07-08 09:20:00,2025-07-08 12:07:00,B6109
JAX,JFK,2025-07-08 09:20:00,2025-07-08 11:40:00,B61678
BOS,LAX,2025-07-08 09:25:00,2025-07-08 18:40:00,B6287
BOS,DCA,2025-07-08 09:25:00,2025-07-08 11:05:00,B62255
JFK,LAS,2025-07-08 09:30:00,2025-07-08 18:00:00,B6411
DCA,JFK,2025-07-08 09:30:00,2025-07-08 10:43:00,B6254
JFK,MCO,2025-07-08 09:30:00,2025-07-08 12:14:00,B61083
LGA,MCO,2025-07-08 09:30:00,2025-07-08 12:12:00,B6599
BOS,FLL,2025-07-08 09:35:00,2025-07-08 13:00:00,B6569
MCO,RIC,2025-07-08 09:40:00,2025-07-08 11:39:00,B6670
TPA,JFK,2025-07-08 09:45:00,2025-07-08 12:29:00,B6126
RDU,FLL,2025-07-08 09:45:00,2025-07-08 11:55:00,B62625
BOS,PBI,2025-07-08 09:45:00,2025-07-08 12:59:00,B621
JFK,BOS,2025-07-08 09:45:00,2025-07-08 10:59:00,B62718
JFK,RDU,2025-07-08 09:45:00,2025-07-08 11:24:00,B62285
MCO,JFK,2025-07-08 09:46:00,2025-07-08 12:29:00,B61184
RDU,JFK,2025-07-08 09:47:00,2025-07-08 11:30:00,B6286
FLL,DCA,2025-07-08 09:50:00,2025-07-08 12:20:00,B61480
JFK,SAV,2025-07-08 09:50:00,2025-07-08 12:01:00,B6741
JFK,FLL,2025-07-08 09:54:00,2025-07-08 12:59:00,B61601
JFK,LAX,2025-07-08 09:55:00,2025-07-08 18:52:00,B6223
EWR,FLL,2025-07-08 09:59:00,2025-07-08 12:54:00,B6205
HPN,PBI,2025-07-08 09:59:00,2025-07-08 12:46:00,B61067
FLL,ALB,2025-07-08 10:00:00,2025-07-08 13:03:00,B61956
TPA,EWR,2025-07-08 10:00:00,2025-07-08 12:49:00,B62274
SJU,FLL,2025-07-08 10:00:00,2025-07-08 12:41:00,B61246
LGA,FLL,2025-07-08 10:00:00,2025-07-08 13:00:00,B61471
RIC,FLL,2025-07-08 10:00:00,2025-07-08 12:23:00,B61145
DCA,FLL,2025-07-08 10:00:00,2025-07-08 12:35:00,B6379
FLL,BOS,2025-07-08 10:00:00,2025-07-08 13:14:00,B6690
FLL,HPN,2025-07-08 10:00:00,2025-07-08 13:00:00,B6814
PIT,JFK,2025-07-08 10:00:00,2025-07-08 11:30:00,B61198
BOS,RSW,2025-07-08 10:00:00,2025-07-08 13:28:00,B6165
MHT,JFK,2025-07-08 10:00:00,2025-07-08 11:14:00,B6971
HPN,RSW,2025-07-08 10:00:00,2025-07-08 12:56:00,B61551
FLL,CHS,2025-07-08 10:05:00,2025-07-08 11:45:00,B61130
ATL,JFK,2025-07-08 10:06:00,2025-07-08 12:29:00,B6320
PVD,JFK,2025-07-08 10:07:00,2025-07-08 11:09:00,B61129
BOS,PIT,2025-07-08 10:10:00,2025-07-08 12:03:00,B61585
BOS,JFK,2025-07-08 10:10:00,2025-07-08 11:30:00,B6417
PBI,EWR,2025-07-08 10:12:00,2025-07-08 13:00:00,B62144
TPA,SJU,2025-07-08 10:15:00,2025-07-08 13:20:00,B62751
MCO,SYR,2025-07-08 10:15:00,2025-07-08 13:02:00,B6656
MCO,LGA,2025-07-08 10:19:00,2025-07-08 13:00:00,B6598
BUF,FLL,2025-07-08 10:20:00,2025-07-08 13:20:00,B62465
BOS,TPA,2025-07-08 10:20:00,2025-07-08 13:35:00,B6891
BUF,BOS,2025-07-08 10:22:00,2025-07-08 11:42:00,B6716
JFK,BUF,2025-07-08 10:30:00,2025-07-08 12:00:00,B61602
HPN,TPA,2025-07-08 10:30:00,2025-07-08 13:18:00,B61447
JFK,PBI,2025-07-08 10:30:00,2025-07-08 13:29:00,B6953
DTW,BOS,2025-07-08 10:30:00,2025-07-08 12:26:00,B61236
FLL,SJU,2025-07-08 10:40:00,2025-07-08 13:19:00,B6991
BOS,LAS,2025-07-08 10:41:00,2025-07-08 19:30:00,B61177
SYR,BOS,2025-07-08 10:45:00,2025-07-08 11:54:00,B6374
DCA,MCO,2025-07-08 10:45:00,2025-07-08 13:05:00,B62423
EWR,LAX,2025-07-08 10:45:00,2025-07-08 19:32:00,B61573
MCO,ISP,2025-07-08 10:55:00,2025-07-08 13:34:00,B6546
LGA,TPA,2025-07-08 10:59:00,2025-07-08 13:49:00,B61247
FLL,PHL,2025-07-08 11:00:00,2025-07-08 13:52:00,B62016
BOS,SJU,2025-07-08 11:00:00,2025-07-08 15:06:00,B6861
